"sourcecountrycode","targetcountrycode","relationshiptype","weight"
"GR","AU","VOTE_2023_JURY","5"
"PL","AU","VOTE_2023_JURY","4"
"IS","AU","VOTE_2023_JURY","12"
"IE","AU","VOTE_2023_JURY","4"
"GE","AU","VOTE_2023_JURY","2"
"AZ","AU","VOTE_2023_JURY","5"
"DK","AU","VOTE_2023_JURY","2"
"MD","AU","VOTE_2023_JURY","5"
"CY","AU","VOTE_2023_JURY","8"
"SI","AU","VOTE_2023_JURY","4"
"UA","AU","VOTE_2023_JURY","8"
"RO","AU","VOTE_2023_JURY","3"
"EE","AU","VOTE_2023_JURY","8"
"BE","AU","VOTE_2023_JURY","4"
"CZ","AU","VOTE_2023_JURY","7"
"GB","AU","VOTE_2023_PUBLIC","2"
"FI","AU","VOTE_2023_PUBLIC","8"
"IS","AU","VOTE_2023_PUBLIC","3"
"NL","AU","VOTE_2023_PUBLIC","1"
"EE","AU","VOTE_2023_PUBLIC","6"
"SE","AU","VOTE_2023_PUBLIC","1"
"RU","AZ","VOTE_2008_JURY","10"
"TR","AZ","VOTE_2008_JURY","12"
"SI","AZ","VOTE_2008_JURY","1"
"RO","AZ","VOTE_2008_JURY","2"
"UA","AZ","VOTE_2008_JURY","10"
"PL","AZ","VOTE_2008_JURY","7"
"HU","AZ","VOTE_2008_JURY","12"
"MD","AZ","VOTE_2008_JURY","8"
"DE","AZ","VOTE_2008_JURY","1"
"IL","AZ","VOTE_2008_JURY","3"
"GR","AZ","VOTE_2008_JURY","3"
"LV","AZ","VOTE_2008_JURY","4"
"BE","AZ","VOTE_2008_JURY","7"
"BY","AZ","VOTE_2008_JURY","8"
"BG","AZ","VOTE_2008_JURY","3"
"GE","AZ","VOTE_2008_JURY","7"
"LT","AZ","VOTE_2008_JURY","7"
"MK","AZ","VOTE_2008_JURY","8"
"AD","AZ","VOTE_2008_JURY","7"
"CZ","AZ","VOTE_2008_JURY","10"
"NL","AZ","VOTE_2008_JURY","2"
"BE","AZ","VOTE_2009_JURY","3"
"FR","AZ","VOTE_2009_JURY","1"
"PL","AZ","VOTE_2009_JURY","6"
"RU","AZ","VOTE_2009_JURY","7"
"AM","AZ","VOTE_2009_JURY","1"
"NO","AZ","VOTE_2009_JURY","10"
"DK","AZ","VOTE_2009_JURY","8"
"GR","AZ","VOTE_2009_JURY","8"
"MT","AZ","VOTE_2009_JURY","1"
"HR","AZ","VOTE_2009_JURY","10"
"NL","AZ","VOTE_2009_JURY","10"
"TR","AZ","VOTE_2009_JURY","12"
"BA","AZ","VOTE_2009_JURY","3"
"RS","AZ","VOTE_2009_JURY","4"
"SK","AZ","VOTE_2009_JURY","4"
"LV","AZ","VOTE_2009_JURY","4"
"BG","AZ","VOTE_2009_JURY","8"
"EE","AZ","VOTE_2009_JURY","7"
"SE","AZ","VOTE_2009_JURY","8"
"FI","AZ","VOTE_2009_JURY","2"
"GB","AZ","VOTE_2009_JURY","3"
"MK","AZ","VOTE_2009_JURY","3"
"BY","AZ","VOTE_2009_JURY","10"
"ME","AZ","VOTE_2009_JURY","6"
"CZ","AZ","VOTE_2009_JURY","10"
"AL","AZ","VOTE_2009_JURY","4"
"HU","AZ","VOTE_2009_JURY","10"
"CY","AZ","VOTE_2009_JURY","8"
"RO","AZ","VOTE_2009_JURY","4"
"MD","AZ","VOTE_2009_JURY","10"
"IL","AZ","VOTE_2009_JURY","6"
"UA","AZ","VOTE_2009_JURY","10"
"SI","AZ","VOTE_2009_JURY","1"
"LT","AZ","VOTE_2009_JURY","5"
"MK","AZ","VOTE_2010_JURY","3"
"GR","AZ","VOTE_2010_JURY","1"
"BG","AZ","VOTE_2010_JURY","12"
"TR","AZ","VOTE_2010_JURY","12"
"LV","AZ","VOTE_2010_JURY","2"
"ES","AZ","VOTE_2010_JURY","7"
"MD","AZ","VOTE_2010_JURY","7"
"DK","AZ","VOTE_2010_JURY","2"
"BA","AZ","VOTE_2010_JURY","7"
"GE","AZ","VOTE_2010_JURY","8"
"CY","AZ","VOTE_2010_JURY","10"
"RU","AZ","VOTE_2010_JURY","8"
"BE","AZ","VOTE_2010_JURY","5"
"PL","AZ","VOTE_2010_JURY","8"
"IL","AZ","VOTE_2010_JURY","7"
"CH","AZ","VOTE_2010_JURY","2"
"MT","AZ","VOTE_2010_JURY","12"
"IE","AZ","VOTE_2010_JURY","3"
"UA","AZ","VOTE_2010_JURY","12"
"NO","AZ","VOTE_2010_JURY","7"
"BY","AZ","VOTE_2010_JURY","6"
"IS","AZ","VOTE_2010_JURY","4"
"HR","AZ","VOTE_2011_JURY","10"
"SM","AZ","VOTE_2011_JURY","10"
"EE","AZ","VOTE_2011_JURY","8"
"PL","AZ","VOTE_2011_JURY","8"
"IL","AZ","VOTE_2011_JURY","4"
"AL","AZ","VOTE_2011_JURY","8"
"LT","AZ","VOTE_2011_JURY","8"
"RU","AZ","VOTE_2011_JURY","12"
"NL","AZ","VOTE_2011_JURY","6"
"BA","AZ","VOTE_2011_JURY","8"
"RO","AZ","VOTE_2011_JURY","10"
"TR","AZ","VOTE_2011_JURY","12"
"SK","AZ","VOTE_2011_JURY","7"
"FR","AZ","VOTE_2011_JURY","6"
"UA","AZ","VOTE_2011_JURY","10"
"CH","AZ","VOTE_2011_JURY","1"
"BY","AZ","VOTE_2011_JURY","6"
"BE","AZ","VOTE_2011_JURY","3"
"MT","AZ","VOTE_2011_JURY","12"
"AT","AZ","VOTE_2011_JURY","8"
"IS","AZ","VOTE_2011_JURY","8"
"MD","AZ","VOTE_2011_JURY","10"
"LV","AZ","VOTE_2011_JURY","2"
"HU","AZ","VOTE_2011_JURY","7"
"SE","AZ","VOTE_2011_JURY","3"
"GE","AZ","VOTE_2011_JURY","8"
"GR","AZ","VOTE_2011_JURY","5"
"PT","AZ","VOTE_2011_JURY","8"
"FI","AZ","VOTE_2011_JURY","5"
"CY","AZ","VOTE_2011_JURY","8"
"CY","AZ","VOTE_2012_JURY","8"
"MK","AZ","VOTE_2012_JURY","2"
"MD","AZ","VOTE_2012_JURY","10"
"BA","AZ","VOTE_2012_JURY","7"
"AL","AZ","VOTE_2012_JURY","4"
"IE","AZ","VOTE_2012_JURY","1"
"GE","AZ","VOTE_2012_JURY","10"
"SM","AZ","VOTE_2012_JURY","4"
"BG","AZ","VOTE_2012_JURY","10"
"LT","AZ","VOTE_2012_JURY","12"
"RU","AZ","VOTE_2012_JURY","10"
"IL","AZ","VOTE_2012_JURY","8"
"MT","AZ","VOTE_2012_JURY","12"
"TR","AZ","VOTE_2012_JURY","12"
"GR","AZ","VOTE_2012_JURY","5"
"RS","AZ","VOTE_2012_JURY","3"
"UA","AZ","VOTE_2012_JURY","12"
"GB","AZ","VOTE_2012_JURY","2"
"ME","AZ","VOTE_2012_JURY","5"
"BY","AZ","VOTE_2012_JURY","7"
"SK","AZ","VOTE_2012_JURY","6"
"HR","AZ","VOTE_2013_JURY","7"
"SI","AZ","VOTE_2013_JURY","3"
"MT","AZ","VOTE_2013_JURY","12"
"MD","AZ","VOTE_2013_JURY","8"
"RS","AZ","VOTE_2013_JURY","5"
"CH","AZ","VOTE_2013_JURY","6"
"UA","AZ","VOTE_2013_JURY","10"
"RU","AZ","VOTE_2013_JURY","12"
"ES","AZ","VOTE_2013_JURY","7"
"NL","AZ","VOTE_2013_JURY","2"
"SM","AZ","VOTE_2013_JURY","2"
"ME","AZ","VOTE_2013_JURY","12"
"RO","AZ","VOTE_2013_JURY","10"
"FR","AZ","VOTE_2013_JURY","8"
"LV","AZ","VOTE_2013_JURY","3"
"DE","AZ","VOTE_2013_JURY","4"
"GR","AZ","VOTE_2013_JURY","12"
"BY","AZ","VOTE_2013_JURY","10"
"BE","AZ","VOTE_2013_JURY","5"
"IL","AZ","VOTE_2013_JURY","12"
"GE","AZ","VOTE_2013_JURY","12"
"AT","AZ","VOTE_2013_JURY","12"
"LT","AZ","VOTE_2013_JURY","12"
"IS","AZ","VOTE_2013_JURY","7"
"BG","AZ","VOTE_2013_JURY","12"
"HU","AZ","VOTE_2013_JURY","12"
"IE","AZ","VOTE_2013_JURY","2"
"AL","AZ","VOTE_2013_JURY","7"
"CY","AZ","VOTE_2013_JURY","8"
"SM","AZ","VOTE_2014_JURY","12"
"GE","AZ","VOTE_2014_JURY","7"
"RU","AZ","VOTE_2014_JURY","10"
"UA","AZ","VOTE_2014_JURY","1"
"BY","AZ","VOTE_2014_JURY","3"
"MD","AZ","VOTE_2015_JURY","3"
"RO","AZ","VOTE_2015_JURY","3"
"LT","AZ","VOTE_2015_JURY","2"
"ME","AZ","VOTE_2015_JURY","8"
"RU","AZ","VOTE_2015_JURY","3"
"GE","AZ","VOTE_2015_JURY","10"
"MT","AZ","VOTE_2015_JURY","8"
"CZ","AZ","VOTE_2015_JURY","12"
"BY","AZ","VOTE_2016_JURY","2"
"NL","AZ","VOTE_2016_JURY","1"
"MK","AZ","VOTE_2016_JURY","1"
"UA","AZ","VOTE_2016_JURY","7"
"BA","AZ","VOTE_2016_JURY","1"
"CY","AZ","VOTE_2016_JURY","2"
"ES","AZ","VOTE_2016_JURY","2"
"RU","AZ","VOTE_2016_JURY","10"
"GR","AZ","VOTE_2016_JURY","1"
"SE","AZ","VOTE_2016_JURY","10"
"HU","AZ","VOTE_2016_JURY","7"
"MD","AZ","VOTE_2017_JURY","5"
"GE","AZ","VOTE_2017_JURY","10"
"IE","AZ","VOTE_2017_JURY","1"
"BG","AZ","VOTE_2017_JURY","5"
"CY","AZ","VOTE_2017_JURY","1"
"PL","AZ","VOTE_2017_JURY","1"
"HU","AZ","VOTE_2017_JURY","4"
"UA","AZ","VOTE_2017_JURY","6"
"AL","AZ","VOTE_2017_JURY","2"
"SM","AZ","VOTE_2017_JURY","5"
"IT","AZ","VOTE_2017_JURY","12"
"BE","AZ","VOTE_2017_JURY","4"
"PT","AZ","VOTE_2017_JURY","12"
"GR","AZ","VOTE_2017_JURY","10"
"LV","AZ","VOTE_2019_JURY","6"
"EE","AZ","VOTE_2019_JURY","5"
"GE","AZ","VOTE_2019_JURY","10"
"CZ","AZ","VOTE_2019_JURY","5"
"IT","AZ","VOTE_2019_JURY","7"
"MD","AZ","VOTE_2019_JURY","6"
"MT","AZ","VOTE_2019_JURY","8"
"GB","AZ","VOTE_2019_JURY","7"
"BY","AZ","VOTE_2019_JURY","5"
"AT","AZ","VOTE_2019_JURY","4"
"HU","AZ","VOTE_2019_JURY","5"
"FI","AZ","VOTE_2019_JURY","2"
"LT","AZ","VOTE_2019_JURY","10"
"IE","AZ","VOTE_2019_JURY","7"
"PT","AZ","VOTE_2019_JURY","8"
"SI","AZ","VOTE_2019_JURY","10"
"NO","AZ","VOTE_2019_JURY","5"
"PL","AZ","VOTE_2019_JURY","2"
"AU","AZ","VOTE_2019_JURY","2"
"RO","AZ","VOTE_2019_JURY","10"
"SM","AZ","VOTE_2019_JURY","4"
"MK","AZ","VOTE_2019_JURY","4"
"SE","AZ","VOTE_2019_JURY","5"
"FR","AZ","VOTE_2019_JURY","6"
"RS","AZ","VOTE_2019_JURY","3"
"DK","AZ","VOTE_2019_JURY","4"
"ES","AZ","VOTE_2019_JURY","7"
"RU","AZ","VOTE_2019_JURY","12"
"IS","AZ","VOTE_2019_JURY","4"
"IL","AZ","VOTE_2019_JURY","7"
"AL","AZ","VOTE_2019_JURY","8"
"CY","AZ","VOTE_2019_JURY","6"
"GR","AZ","VOTE_2019_JURY","8"
"BY","AZ","VOTE_2016_PUBLIC","8"
"ME","AZ","VOTE_2016_PUBLIC","7"
"MD","AZ","VOTE_2016_PUBLIC","8"
"BG","AZ","VOTE_2016_PUBLIC","1"
"BA","AZ","VOTE_2016_PUBLIC","8"
"RU","AZ","VOTE_2016_PUBLIC","6"
"UA","AZ","VOTE_2016_PUBLIC","10"
"IL","AZ","VOTE_2016_PUBLIC","2"
"LV","AZ","VOTE_2016_PUBLIC","3"
"GE","AZ","VOTE_2016_PUBLIC","7"
"MT","AZ","VOTE_2016_PUBLIC","6"
"CZ","AZ","VOTE_2016_PUBLIC","6"
"IS","AZ","VOTE_2016_PUBLIC","1"
"ME","AZ","VOTE_2017_PUBLIC","5"
"MD","AZ","VOTE_2017_PUBLIC","10"
"SM","AZ","VOTE_2017_PUBLIC","1"
"SI","AZ","VOTE_2017_PUBLIC","4"
"GE","AZ","VOTE_2017_PUBLIC","12"
"CZ","AZ","VOTE_2017_PUBLIC","10"
"ES","AZ","VOTE_2019_PUBLIC","1"
"RU","AZ","VOTE_2019_PUBLIC","12"
"MD","AZ","VOTE_2019_PUBLIC","10"
"DK","AZ","VOTE_2019_PUBLIC","5"
"GB","AZ","VOTE_2019_PUBLIC","3"
"GE","AZ","VOTE_2019_PUBLIC","7"
"AL","AZ","VOTE_2019_PUBLIC","3"
"EE","AZ","VOTE_2019_PUBLIC","1"
"HU","AZ","VOTE_2019_PUBLIC","2"
"AU","AZ","VOTE_2019_PUBLIC","1"
"ME","AZ","VOTE_2019_PUBLIC","3"
"RO","AZ","VOTE_2019_PUBLIC","6"
"SE","AZ","VOTE_2019_PUBLIC","3"
"BY","AZ","VOTE_2019_PUBLIC","6"
"MT","AZ","VOTE_2019_PUBLIC","2"
"NO","AZ","VOTE_2019_PUBLIC","3"
"LV","AZ","VOTE_2019_PUBLIC","4"
"SM","AZ","VOTE_2019_PUBLIC","4"
"NL","AZ","VOTE_2019_PUBLIC","4"
"IT","AZ","VOTE_2019_PUBLIC","1"
"AT","AZ","VOTE_2019_PUBLIC","1"
"LT","AZ","VOTE_2019_PUBLIC","5"
"CZ","AZ","VOTE_2019_PUBLIC","7"
"MK","AZ","VOTE_2019_PUBLIC","1"
"IL","AZ","VOTE_2019_PUBLIC","3"
"PL","AZ","VOTE_2019_PUBLIC","2"
"SI","AZ","VOTE_2021_JURY","5"
"RS","AZ","VOTE_2021_JURY","2"
"AU","AZ","VOTE_2021_JURY","6"
"CZ","AZ","VOTE_2021_JURY","8"
"MD","AZ","VOTE_2021_JURY","2"
"FR","AZ","VOTE_2021_JURY","2"
"CH","AZ","VOTE_2021_JURY","3"
"IL","AZ","VOTE_2021_JURY","2"
"CY","AZ","VOTE_2021_JURY","2"
"MD","AZ","VOTE_2021_PUBLIC","1"
"HR","AZ","VOTE_2021_PUBLIC","2"
"NO","AZ","VOTE_2021_PUBLIC","1"
"RU","AZ","VOTE_2021_PUBLIC","4"
"MK","AZ","VOTE_2021_PUBLIC","3"
"RO","AZ","VOTE_2021_PUBLIC","4"
"UA","AZ","VOTE_2021_PUBLIC","3"
"GE","AZ","VOTE_2021_PUBLIC","3"
"RS","AZ","VOTE_2021_PUBLIC","4"
"IL","AZ","VOTE_2021_PUBLIC","2"
"GR","AZ","VOTE_2021_PUBLIC","2"
"BG","AZ","VOTE_2021_PUBLIC","4"
"DE","AZ","VOTE_2022_JURY","6"
"ES","AZ","VOTE_2022_JURY","12"
"GR","AZ","VOTE_2022_JURY","12"
"AL","AZ","VOTE_2022_JURY","3"
"MT","AZ","VOTE_2022_JURY","2"
"SM","AZ","VOTE_2022_JURY","7"
"SE","AZ","VOTE_2022_JURY","7"
"FI","AZ","VOTE_2022_JURY","3"
"MK","AZ","VOTE_2022_JURY","4"
"AU","AZ","VOTE_2022_JURY","2"
"CY","AZ","VOTE_2022_JURY","10"
"GB","AZ","VOTE_2022_JURY","7"
"EE","AZ","VOTE_2022_JURY","3"
"MD","AZ","VOTE_2022_JURY","1"
"UA","AZ","VOTE_2022_JURY","5"
"BG","AZ","VOTE_2022_JURY","3"
"BE","AZ","VOTE_2022_JURY","3"
"RS","AZ","VOTE_2022_JURY","12"
"ME","AZ","VOTE_2022_JURY","1"
"GE","AZ","VOTE_2022_PUBLIC","3"
"AM","GE","VOTE_2007_JURY","5"
"EE","GE","VOTE_2007_JURY","5"
"CY","GE","VOTE_2007_JURY","1"
"TR","GE","VOTE_2007_JURY","5"
"IL","GE","VOTE_2007_JURY","6"
"HU","GE","VOTE_2007_JURY","2"
"IE","GE","VOTE_2007_JURY","1"
"GR","GE","VOTE_2007_JURY","3"
"LV","GE","VOTE_2007_JURY","6"
"RU","GE","VOTE_2007_JURY","7"
"LT","GE","VOTE_2007_JURY","12"
"CZ","GE","VOTE_2007_JURY","1"
"SI","GE","VOTE_2007_JURY","2"
"PL","GE","VOTE_2007_JURY","5"
"FI","GE","VOTE_2007_JURY","7"
"BE","GE","VOTE_2007_JURY","6"
"HR","GE","VOTE_2007_JURY","2"
"NL","GE","VOTE_2007_JURY","2"
"MD","GE","VOTE_2007_JURY","4"
"UA","GE","VOTE_2007_JURY","8"
"BY","GE","VOTE_2007_JURY","6"
"BA","GE","VOTE_2007_JURY","1"
"LV","GE","VOTE_2008_JURY","8"
"UA","GE","VOTE_2008_JURY","8"
"PT","GE","VOTE_2008_JURY","1"
"RU","GE","VOTE_2008_JURY","7"
"TR","GE","VOTE_2008_JURY","4"
"LT","GE","VOTE_2008_JURY","5"
"AZ","GE","VOTE_2008_JURY","4"
"IL","GE","VOTE_2008_JURY","2"
"GR","GE","VOTE_2008_JURY","4"
"MT","GE","VOTE_2008_JURY","5"
"EE","GE","VOTE_2008_JURY","5"
"BY","GE","VOTE_2008_JURY","6"
"CY","GE","VOTE_2008_JURY","7"
"AM","GE","VOTE_2008_JURY","10"
"MD","GE","VOTE_2008_JURY","3"
"CZ","GE","VOTE_2008_JURY","4"
"UA","GE","VOTE_2010_JURY","7"
"MD","GE","VOTE_2010_JURY","5"
"GR","GE","VOTE_2010_JURY","5"
"MK","GE","VOTE_2010_JURY","5"
"BE","GE","VOTE_2010_JURY","4"
"AZ","GE","VOTE_2010_JURY","8"
"SE","GE","VOTE_2010_JURY","6"
"IL","GE","VOTE_2010_JURY","5"
"SI","GE","VOTE_2010_JURY","1"
"PL","GE","VOTE_2010_JURY","4"
"IS","GE","VOTE_2010_JURY","2"
"RU","GE","VOTE_2010_JURY","10"
"HR","GE","VOTE_2010_JURY","7"
"CY","GE","VOTE_2010_JURY","5"
"NO","GE","VOTE_2010_JURY","1"
"IE","GE","VOTE_2010_JURY","5"
"BG","GE","VOTE_2010_JURY","6"
"LT","GE","VOTE_2010_JURY","12"
"EE","GE","VOTE_2010_JURY","8"
"ES","GE","VOTE_2010_JURY","1"
"CH","GE","VOTE_2010_JURY","1"
"TR","GE","VOTE_2010_JURY","5"
"BY","GE","VOTE_2010_JURY","7"
"BA","GE","VOTE_2010_JURY","4"
"AM","GE","VOTE_2010_JURY","12"
"BG","GE","VOTE_2011_JURY","1"
"GR","GE","VOTE_2011_JURY","8"
"LT","GE","VOTE_2011_JURY","12"
"BY","GE","VOTE_2011_JURY","12"
"MD","GE","VOTE_2011_JURY","7"
"UA","GE","VOTE_2011_JURY","12"
"HU","GE","VOTE_2011_JURY","5"
"PL","GE","VOTE_2011_JURY","7"
"SM","GE","VOTE_2011_JURY","7"
"IL","GE","VOTE_2011_JURY","2"
"EE","GE","VOTE_2011_JURY","3"
"AZ","GE","VOTE_2011_JURY","10"
"TR","GE","VOTE_2011_JURY","8"
"AM","GE","VOTE_2011_JURY","10"
"RU","GE","VOTE_2011_JURY","6"
"GR","GE","VOTE_2013_JURY","5"
"UA","GE","VOTE_2013_JURY","7"
"RU","GE","VOTE_2013_JURY","5"
"MD","GE","VOTE_2013_JURY","3"
"ME","GE","VOTE_2013_JURY","2"
"LT","GE","VOTE_2013_JURY","8"
"AM","GE","VOTE_2013_JURY","10"
"AZ","GE","VOTE_2013_JURY","10"
"GR","GE","VOTE_2015_JURY","2"
"HU","GE","VOTE_2015_JURY","3"
"BE","GE","VOTE_2015_JURY","1"
"AM","GE","VOTE_2015_JURY","10"
"AU","GE","VOTE_2015_JURY","1"
"AZ","GE","VOTE_2015_JURY","10"
"CZ","GE","VOTE_2015_JURY","4"
"EE","GE","VOTE_2015_JURY","1"
"LT","GE","VOTE_2015_JURY","6"
"MD","GE","VOTE_2015_JURY","5"
"RU","GE","VOTE_2015_JURY","5"
"BY","GE","VOTE_2015_JURY","3"
"PL","GE","VOTE_2016_JURY","8"
"GR","GE","VOTE_2016_JURY","5"
"BG","GE","VOTE_2016_JURY","3"
"BE","GE","VOTE_2016_JURY","7"
"LT","GE","VOTE_2016_JURY","10"
"GB","GE","VOTE_2016_JURY","12"
"SM","GE","VOTE_2016_JURY","6"
"UA","GE","VOTE_2016_JURY","3"
"AM","GE","VOTE_2016_JURY","10"
"RU","GE","VOTE_2016_JURY","5"
"IT","GE","VOTE_2016_JURY","3"
"DE","GE","VOTE_2016_JURY","8"
"AZ","GE","VOTE_2016_PUBLIC","1"
"IT","GE","VOTE_2016_PUBLIC","3"
"LV","GE","VOTE_2016_PUBLIC","2"
"LT","GE","VOTE_2016_PUBLIC","4"
"UA","GE","VOTE_2016_PUBLIC","6"
"AM","GE","VOTE_2016_PUBLIC","8"
"MC","IL","VOTE_1973_JURY","7"
"IE","IL","VOTE_1973_JURY","7"
"SE","IL","VOTE_1973_JURY","6"
"PT","IL","VOTE_1973_JURY","5"
"LU","IL","VOTE_1973_JURY","8"
"BE","IL","VOTE_1973_JURY","6"
"GB","IL","VOTE_1973_JURY","5"
"NO","IL","VOTE_1973_JURY","5"
"ES","IL","VOTE_1973_JURY","4"
"FI","IL","VOTE_1973_JURY","6"
"YU","IL","VOTE_1973_JURY","7"
"NL","IL","VOTE_1973_JURY","6"
"FR","IL","VOTE_1973_JURY","5"
"IT","IL","VOTE_1973_JURY","7"
"DE","IL","VOTE_1973_JURY","7"
"CH","IL","VOTE_1973_JURY","6"
"PT","IL","VOTE_1974_JURY","2"
"SE","IL","VOTE_1974_JURY","1"
"GB","IL","VOTE_1974_JURY","2"
"NL","IL","VOTE_1974_JURY","2"
"IE","IL","VOTE_1974_JURY","1"
"IT","IL","VOTE_1974_JURY","3"
"DE","IL","VOTE_1975_JURY","1"
"SE","IL","VOTE_1975_JURY","6"
"TR","IL","VOTE_1975_JURY","6"
"GB","IL","VOTE_1975_JURY","1"
"CH","IL","VOTE_1975_JURY","2"
"IT","IL","VOTE_1975_JURY","2"
"NL","IL","VOTE_1975_JURY","10"
"FR","IL","VOTE_1975_JURY","1"
"IE","IL","VOTE_1975_JURY","1"
"BE","IL","VOTE_1975_JURY","1"
"NO","IL","VOTE_1975_JURY","5"
"FI","IL","VOTE_1975_JURY","3"
"LU","IL","VOTE_1975_JURY","1"
"CH","IL","VOTE_1976_JURY","7"
"YU","IL","VOTE_1976_JURY","8"
"DE","IL","VOTE_1976_JURY","3"
"MC","IL","VOTE_1976_JURY","1"
"AT","IL","VOTE_1976_JURY","6"
"NO","IL","VOTE_1976_JURY","7"
"PT","IL","VOTE_1976_JURY","2"
"NL","IL","VOTE_1976_JURY","2"
"BE","IL","VOTE_1976_JURY","5"
"GB","IL","VOTE_1976_JURY","6"
"ES","IL","VOTE_1976_JURY","1"
"LU","IL","VOTE_1976_JURY","7"
"IE","IL","VOTE_1976_JURY","4"
"FI","IL","VOTE_1976_JURY","8"
"IT","IL","VOTE_1976_JURY","10"
"FR","IL","VOTE_1977_JURY","2"
"NO","IL","VOTE_1977_JURY","5"
"SE","IL","VOTE_1977_JURY","3"
"IE","IL","VOTE_1977_JURY","7"
"AT","IL","VOTE_1977_JURY","3"
"BE","IL","VOTE_1977_JURY","1"
"ES","IL","VOTE_1977_JURY","6"
"NL","IL","VOTE_1977_JURY","5"
"CH","IL","VOTE_1977_JURY","10"
"MC","IL","VOTE_1977_JURY","7"
"NL","IL","VOTE_1978_JURY","12"
"CH","IL","VOTE_1978_JURY","12"
"FR","IL","VOTE_1978_JURY","8"
"IE","IL","VOTE_1978_JURY","8"
"NO","IL","VOTE_1978_JURY","8"
"MC","IL","VOTE_1978_JURY","3"
"FI","IL","VOTE_1978_JURY","10"
"ES","IL","VOTE_1978_JURY","6"
"BE","IL","VOTE_1978_JURY","12"
"DK","IL","VOTE_1978_JURY","6"
"DE","IL","VOTE_1978_JURY","12"
"GB","IL","VOTE_1978_JURY","5"
"IT","IL","VOTE_1978_JURY","8"
"PT","IL","VOTE_1978_JURY","10"
"LU","IL","VOTE_1978_JURY","12"
"GR","IL","VOTE_1978_JURY","5"
"TR","IL","VOTE_1978_JURY","12"
"AT","IL","VOTE_1978_JURY","8"
"CH","IL","VOTE_1979_JURY","5"
"GR","IL","VOTE_1979_JURY","4"
"NO","IL","VOTE_1979_JURY","12"
"SE","IL","VOTE_1979_JURY","12"
"PT","IL","VOTE_1979_JURY","12"
"GB","IL","VOTE_1979_JURY","12"
"LU","IL","VOTE_1979_JURY","8"
"AT","IL","VOTE_1979_JURY","8"
"NL","IL","VOTE_1979_JURY","1"
"FR","IL","VOTE_1979_JURY","1"
"IE","IL","VOTE_1979_JURY","12"
"MC","IL","VOTE_1979_JURY","8"
"DK","IL","VOTE_1979_JURY","6"
"BE","IL","VOTE_1979_JURY","2"
"FI","IL","VOTE_1979_JURY","12"
"ES","IL","VOTE_1979_JURY","10"
"IE","IL","VOTE_1981_JURY","7"
"AT","IL","VOTE_1981_JURY","8"
"GB","IL","VOTE_1981_JURY","4"
"LU","IL","VOTE_1981_JURY","4"
"FI","IL","VOTE_1981_JURY","6"
"SE","IL","VOTE_1981_JURY","3"
"NL","IL","VOTE_1981_JURY","7"
"NO","IL","VOTE_1981_JURY","8"
"CH","IL","VOTE_1981_JURY","4"
"PT","IL","VOTE_1981_JURY","5"
"YU","IL","VOTE_1982_JURY","3"
"DE","IL","VOTE_1982_JURY","12"
"GB","IL","VOTE_1982_JURY","1"
"PT","IL","VOTE_1982_JURY","10"
"CY","IL","VOTE_1982_JURY","2"
"NL","IL","VOTE_1982_JURY","8"
"NO","IL","VOTE_1982_JURY","1"
"CH","IL","VOTE_1982_JURY","10"
"BE","IL","VOTE_1982_JURY","7"
"AT","IL","VOTE_1982_JURY","7"
"SE","IL","VOTE_1982_JURY","10"
"DK","IL","VOTE_1982_JURY","1"
"ES","IL","VOTE_1982_JURY","6"
"LU","IL","VOTE_1982_JURY","10"
"FI","IL","VOTE_1982_JURY","12"
"FR","IL","VOTE_1983_JURY","8"
"LU","IL","VOTE_1983_JURY","10"
"AT","IL","VOTE_1983_JURY","12"
"ES","IL","VOTE_1983_JURY","6"
"DE","IL","VOTE_1983_JURY","10"
"CH","IL","VOTE_1983_JURY","7"
"GR","IL","VOTE_1983_JURY","3"
"DK","IL","VOTE_1983_JURY","7"
"YU","IL","VOTE_1983_JURY","10"
"BE","IL","VOTE_1983_JURY","10"
"PT","IL","VOTE_1983_JURY","10"
"IT","IL","VOTE_1983_JURY","3"
"NL","IL","VOTE_1983_JURY","12"
"NO","IL","VOTE_1983_JURY","6"
"GB","IL","VOTE_1983_JURY","10"
"FI","IL","VOTE_1983_JURY","7"
"SE","IL","VOTE_1983_JURY","5"
"DK","IL","VOTE_1985_JURY","4"
"CH","IL","VOTE_1985_JURY","7"
"LU","IL","VOTE_1985_JURY","6"
"AT","IL","VOTE_1985_JURY","7"
"NO","IL","VOTE_1985_JURY","10"
"SE","IL","VOTE_1985_JURY","2"
"CY","IL","VOTE_1985_JURY","5"
"IE","IL","VOTE_1985_JURY","8"
"IT","IL","VOTE_1985_JURY","5"
"DE","IL","VOTE_1985_JURY","7"
"GB","IL","VOTE_1985_JURY","5"
"PT","IL","VOTE_1985_JURY","5"
"FR","IL","VOTE_1985_JURY","12"
"ES","IL","VOTE_1985_JURY","8"
"GR","IL","VOTE_1985_JURY","2"
"NO","IL","VOTE_1986_JURY","1"
"FR","IL","VOTE_1986_JURY","1"
"CH","IL","VOTE_1986_JURY","5"
"NO","IL","VOTE_1987_JURY","2"
"CH","IL","VOTE_1987_JURY","8"
"SE","IL","VOTE_1987_JURY","4"
"DE","IL","VOTE_1987_JURY","8"
"FI","IL","VOTE_1987_JURY","7"
